"town","cl_yes_pct","charter_yes_pct","mj_yes_pct","TotalPop","PopDen","MedHouseIncome","PctYoung","PctCollege","PctFemale","PctWhite"
"erving",0.573746312684366,0.269779507133593,0.611901681759379,3426,41.2801647443926,55489,0.33800350262697,0.263036809815951,0.5189725627554,0.9430823117338
"essex",0.626172839506173,0.443950177935943,0.565414214576732,3632,259.951866149085,103750,0.404735682819383,0.536603773584907,0.533039647577092,0.974118942731278
"everett",0.705930745643557,0.378637886118348,0.488276583034648,44636,19837.5031686425,52434.1982480509,0.502195537234519,0.179353125317279,0.515211936553455,0.48019535800699
"fairhaven",0.526908326116541,0.373293768545994,0.551269990592662,16078,2444.59274403386,59124.0947257122,0.344819007339222,0.290985481110049,0.523634780445329,0.902724219430278
"fall river",0.615450399087799,0.438895128457111,0.570580382237212,79990,9420.90387696874,38295.8437929741,0.446218277284661,0.139495265392103,0.524778097262158,0.789198649831229
"falmouth",0.611551591234446,0.433221216041397,0.482583230579531,31544,876.24572820924,70970.8057316764,0.323009130103982,0.422869182201729,0.51379026122242,0.876902104996196
"fitchburg",0.60494442861214,0.431698715816089,0.567490060613961,40441,3873.9239818469,51864.3226181351,0.506392027892485,0.200803795043162,0.502905467223857,0.643579535619792
"foxborough",0.55064317371095,0.340165549862042,0.488331045303001,17348,1020.55644261357,93378.6537929444,0.402467143186535,0.461412819247169,0.502305741295827,0.896356928752594
"framingham",0.742529661637615,0.399239280774551,0.540206114500396,70743,4460.80847522987,74710.4554090157,0.45085732864029,0.474931466292908,0.524829311734023,0.67046916302673
"franklin",0.575205104831358,0.362549139028847,0.504714640198511,32873,1553.59680468598,108354.698171752,0.440939372737505,0.544266303452932,0.51443433821069,0.905576004623856
"freetown",0.433140158832367,0.357531760435572,0.528491171749599,9111,266.741780447145,91130.1792338931,0.396663373943585,0.274414887594842,0.502250027439359,0.942157831193063
"gardner",0.54128201794305,0.378654455794294,0.557062675397568,20334,1748.4777163143,46301.1751254057,0.448067276482739,0.174766466023163,0.508212845480476,0.879118717419101
"georgetown",0.505902929602099,0.367655966081163,0.511935807422267,8514,672.747308610045,108149.534178999,0.396993187690862,0.465255702581177,0.508809020436928,0.931994362226921
"gloucester",0.645062753170861,0.357045482711612,0.578992734884866,29546,3639.60316533559,69688.7151221824,0.348101265822785,0.373241428611559,0.516516618154742,0.945407161713938
"grafton",0.579359043997827,0.377179080824089,0.521044849679645,18330,865.193843949626,98497.6494271686,0.428968903436989,0.504493284040662,0.520731042007638,0.791216584833606
"granby",0.490314769975787,0.309306821320077,0.54222833562586,6327,227.344715175617,86692,0.375059269796112,0.350438315159291,0.542279121226489,0.909277698751383
"great barrington",0.832224472085623,0.324115044247788,0.641325006787945,6933,154.676102454438,56431,0.398240300014423,0.428208923662509,0.503245348334054,0.824751189961056
"greenfield",0.725916230366492,0.290726520968695,0.615203299941072,17477,2353.84069409082,50997.1268524346,0.401785203410196,0.299915099502245,0.501859586885621,0.880471476798078
"groton",0.644262841894596,0.449460107978404,0.560615108987758,11182,344.080929376197,120444.713110356,0.380343409050259,0.641167155085074,0.516186728671078,0.919781792165981
"groveland",0.485090521831736,0.373270750988142,0.514532019704434,6681,752.050431452014,96512,0.405777578206855,0.386499007279947,0.482861847028888,0.947462954647508
"hadley",0.710552763819095,0.262746324679387,0.539343246592317,5338,231.225916545417,62634,0.381041588609966,0.497566909975669,0.608467590857999,0.898463844136381
