0.78,"Pignatelli, William",(D),1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0
0.22,"Poirier, Elizabeth",(R),0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.96,"Provost, Denise",(D),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1
0.61,"Puppolo, Angelo",(D),1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0
0.83,"Rogers, David",(D),1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,NA,1,1,1,1,1
0.70,"Rogers, John",(D),1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0
0.43,"Rosa, Dennis",(D),1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0.74,"Roy, Jeffrey",(D),1,0,1,1,1,1,1,1,1,0,1,NA,0,1,1,1,1,1,1,NA,1,1,0
0.87,"Rushing, Byron",(D),1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
0.78,"Ryan, Dan",(D),1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,NA,1,1,1,1,1,1
0.83,"Snchez, Jeffrey",(D),1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1
0.74,"Sannicandro, Tom",(D),1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,NA,1,NA,1
0.65,"Scaccia, Angelo",(D),1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0
0.78,"Schmid, Paul",(D),1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0
0.78,"Scibak, John",(D),1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0
0.70,"Silvia, Alan",(D),1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0
0.91,"Smizik, Frank",(D),1,0,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1
0.26,"Smola, Todd",(R),0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.78,"Speliotis, Theodore",(D),1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0
0.70,"Stanley, Thomas",(D),1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0
0.83,"Story, Ellen",(D),1,0,1,1,1,1,1,1,1,1,NA,0,0,1,1,1,1,1,1,1,1,1,1
0.70,"Straus, William",(D),NA,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,NA,0
0.74,"Swan, Benjamin",(D),1,0,1,1,1,NA,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
0.61,"Timilty, Walter",(D),1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0
0.87,"Toomey, Timothy",(D),1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
0.83,"Tosado, Jose",(D),1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1
0.74,"Tucker, Paul",(D),1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,NA,1,1,1,1,0
0.78,"Ultrino, Steve",(D),1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0
0.87,"Vega, Aaron",(D),1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
0.57,"Velis, John",(D),1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0
0.35,"Vieira, David",(R),0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0.78,"Vincent, RoseLee",(D),1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0
0.78,"Wagner, Joseph",(D),1,0,1,1,1,1,1,1,1,0,1,NA,0,1,1,1,1,1,1,1,1,1,0
0.74,"Walsh, Chris",(D),1,0,1,1,1,1,1,NA,1,1,1,0,0,1,NA,1,1,1,1,1,1,1,0
0.78,"Walsh, Thomas",(D),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0,1,1,0
0.26,"Whelan, Timothy",(R),0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.30,"Whipps Lee, Susannah",(R),0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,NA,0,1,1,0
0.22,"Wong, Donald",(R),0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.52,"Zlotnik, Jonathan",(D),1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0
