Incident_Num,Shooting_Date,DISTRICT,Shooting_Type_V2,Victim_Gender,Victim_Race,Victim_Ethnicity_NIBRS,Multi_Victim
I182060366,7/31/2018 2:17,C11,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I182060309,7/30/2018 21:31,E5,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182061280,8/2/2018 21:54,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182061887,8/4/2018 22:53,D14,Non-Fatal,Female,White,Hispanic or Latinx,f
I182061662,8/4/2018 2:12,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182062147,8/5/2018 23:18,C6,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182060953,8/1/2018 23:27,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182062810,8/8/2018 1:01,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182064056,8/11/2018 23:14,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182064331,8/12/2018 22:52,D14,Non-Fatal,Male,White,Hispanic or Latinx,f
I182064319,8/12/2018 21:18,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182064057,8/11/2018 22:28,C11,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I182063831,8/11/2018 5:43,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
I182064699,8/14/2018 9:48,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182064699,8/14/2018 9:48,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182064699,8/14/2018 9:48,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182066420,8/19/2018 22:46,A15,Non-Fatal,Male,White,Hispanic or Latinx,f
I182067317,8/22/2018 19:12,B2,Fatal,Male,White,Hispanic or Latinx,f
I182068876,8/27/2018 22:56,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182069509,8/29/2018 23:19,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182070186,9/1/2018 5:22,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182070974,9/3/2018 23:48,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182070957,9/3/2018 21:38,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182070806,9/3/2018 12:23,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182070720,9/3/2018 1:00,C11,Non-Fatal,Female,White,Hispanic or Latinx,t
I182070720,9/3/2018 1:00,C11,Non-Fatal,Male,White,Not Hispanic or Latinx,t
I182071566,9/5/2018 7:01,E13,Non-Fatal,Male,White,Not Hispanic or Latinx,f
I182074555,9/15/2018 20:12,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182074555,9/15/2018 20:12,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182074638,9/16/2018 3:17,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182074372,9/15/2018 3:35,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182074372 ,9/15/2018 3:35,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182075690,9/19/2018 14:18,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I182076074,9/20/2018 17:10,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182076789,9/22/2018 21:46,E13,Fatal,Male,White,Hispanic or Latinx,f
I182077113,9/24/2018 6:20,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182076987,9/23/2018 13:53,D4,Non-Fatal,Male,White,Not Hispanic or Latinx,f
I182078893,9/28/2018 21:12,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182078872,9/29/2018 19:21,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182056227,9/27/2018 20:48,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182077958,9/26/2018 20:20,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182077846,9/26/2018 14:45,E13,Non-Fatal,Male,White,Hispanic or Latinx,f
I182079821,10/3/2018 8:02,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182079788,10/3/2018 4:31,C6,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182079783,10/3/2018 12:30,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I182080411,10/5/2018 3:31,C6,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182080608,10/5/2018 17:03,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182080649,10/5/2018 18:48,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182080649,10/5/2018 18:48,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182080674,10/5/2018 21:52,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182080967,10/6/2018 23:38,C11,Fatal,Male,Black or African American,Hispanic or Latinx,f
I182080989,10/7/2018 2:28,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182081058,10/7/2018 11:28,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182082103,10/10/2018 23:54,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182082113,10/11/2018 2:08,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182082677,10/12/2018 21:33,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182083100,10/14/2018 15:13,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182082967,10/13/2018 22:24,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182082735,10/13/2018 3:20,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182083479,10/15/2018 21:36,C11,Fatal,Female,Black or African American,Hispanic or Latinx,f
I182082398,10/12/2018 1:45,A7,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I182084648,10/19/2018 21:44,B3,Non-Fatal,Male,White,Hispanic or Latinx,f
I182084906,10/20/2018 20:03,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182084723,10/20/2018 8:08,B3,Non-Fatal,Male,White,Hispanic or Latinx,f
I182086270,10/25/2018 17:12,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182086671,10/27/2018 1:45,A1,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182087228,10/29/2018 2:24,A1,Non-Fatal,Male,White,Not Hispanic or Latinx,f
I182087516,10/30/2018 3:02,A1,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182089567,11/5/2018 19:56,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182090467,11/8/2018 10:11,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I182091712,11/13/2018 0:27,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182092361,11/15/2018 5:59,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182093233,11/18/2018 1:57,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182093688,11/19/2018 17:45,E13,Fatal,Female,Unknown,Unknown,f
I182093742,11/19/2018 21:33,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I182094352,11/22/2018 1:14,E13,Fatal,Male,White,Hispanic or Latinx,f
I182093742,11/19/2018 21:33,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182093742,11/19/2018 21:33,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I182094714,11/24/2018 1:35,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182095652,11/27/2018 23:06,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182075255,9/18/2018 2:38,A7,Non-Fatal,Male,White,Not Hispanic or Latinx,f
I182097014,12/1/2018 22:00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182096701,11/30/2018 19:06,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182070177,9/1/2018 3:20,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182081712,10/9/2018 19:46,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182084402,10/18/2018 23:45,E5,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182099711,12/10/2018 22:14,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182100721,12/14/2018 14:43,C11,Non-Fatal,Male,White,Hispanic or Latinx,f
I182102684,12/21/2018 0:34,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182103426,12/23/2018 19:28,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182102892,12/21/2018 20:15,C6,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182102973,12/22/2018 0:17,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182104066,12/27/2018 0:34,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182104066,12/27/2018 0:34,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182104066,12/27/2018 0:34,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182104797,12/30/2018 3:00,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
I182105141,12/31/2018 14:14,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192000054,1/1/2019 3:05,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192000084,1/1/2019 4:25,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
I192001666,1/6/2019 23:01,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192002129,1/8/2019 16:31,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
P190014586,1/9/2019 14:46,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192003016,1/11/2019 19:30,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192003069,1/11/2019 23:06,B3,Non-Fatal,Male,White,Hispanic or Latinx,f
I192004854,1/18/2019 15:47,E13,Fatal,Male,White,Hispanic or Latinx,t
I192004854,1/18/2019 15:47,E13,Non-Fatal,Male,White,Hispanic or Latinx,t
I192005158,1/19/2019 23:57,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192005063,1/19/2019 14:21,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192006053,1/23/2019 18:50,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192006868,1/26/2019 17:10,B3,Non-Fatal,Male,White,Not Hispanic or Latinx,f
I192007720,1/29/2019 20:47,B2,Non-Fatal,Male,Asian,Not Hispanic or Latinx,f
I192008538,2/2/2019 1:45,C11,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I192008843,2/3/2019 9:55,B3,Fatal,Male,White,Hispanic or Latinx,f
I192009132,2/4/2019 12:35,D4,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192009502,2/5/2019 18:03,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192009691,2/6/2019 13:21,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I192010119,2/7/2019 21:34,A7,Non-Fatal,Male,Unknown,Unknown,f
I192010441,2/9/2019 0:10,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192012410,2/16/2019 19:31,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192013647,2/22/2019 2:20,B2,Non-Fatal,Male,Unknown,Unknown,f
I192015793,3/2/2019 2:59,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192017963,3/11/2019 0:26,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192018395,3/12/2019 15:30,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192019011,3/14/2019 17:58,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192018923,3/14/2019 12:34,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
I192019875,3/17/2019 19:18,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192019821,3/17/2019 16:15,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192020870,3/21/2019 11:38,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192023598,3/31/2019 3:14,E18,Non-Fatal,Male,White,Hispanic or Latinx,f
I192023577,3/31/2019 2:55,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
I192024972,4/5/2019 2:07,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192024890,4/4/2019 19:08,E13,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I192025403,4/6/2019 16:56,B3,Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I192025403,4/6/2019 16:56,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192025403,4/6/2019 16:56,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192025673,4/7/2019 18:05,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192025484,4/6/2019 23:18,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192027638,4/14/2019 19:14,A15,Non-Fatal,Male,White,Not Hispanic or Latinx,f
I192027439,4/13/2019 23:07,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192027439,4/13/2019 23:07,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192032179,5/1/2019 18:26,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192032179,5/1/2019 18:26,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192032179,5/1/2019 18:26,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192032179,5/1/2019 18:26,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192033527,5/6/2019 17:07,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192034557,5/9/2019 21:27,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192034557,5/9/2019 21:27,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192033997,5/8/2019 10:00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
192035092,5/11/2019 19:17,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192036276,5/15/2019 21:52,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192037314,5/19/2019 12:16,A1,Non-Fatal,Male,White,Not Hispanic or Latinx,f
I192037215,5/19/2019 1:00,A15,Non-Fatal,Male,White,Not Hispanic or Latinx,f
I192038009,5/21/2019 21:15,A7,Non-Fatal,Male,Unknown,Unknown,t
I192038009,5/21/2019 21:15,A7,Non-Fatal,Male,Unknown,Unknown,t
I192037998,5/22/2019 20:42,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192039068,5/25/2019 2:51,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192039535,5/27/2019 0:04,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192041160,6/1/2019 14:17,B2,Non-Fatal,Male,Unknown,Unknown,f
I192041304,6/2/2019 0:43,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I192041304,6/2/2019 0:43,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I192041233,6/1/2019 16:55,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
I192041946,6/4/2019 10:58,D4,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192042739,6/6/2019 17:55,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192043502,6/9/2019 3:18,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I192043502,6/9/2019 3:18,B2,Non-Fatal,Male,White,Hispanic or Latinx,t
I192044195,6/11/2019 10:45,E13,Non-Fatal,Male,White,Hispanic or Latinx,f
I192044239,6/11/2019 13:00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192045000,6/14/2019 3:00,B2,Fatal,Male,Black or African American,Hispanic or Latinx,f
I192045558,6/16/2019 1:18,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192045572,6/16/2019 2:14,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192046078,6/17/2019 21:52,E13,Fatal,Male,White,Hispanic or Latinx,t
I192046078,6/17/2019 21:52,E13,Fatal,Male,White,Hispanic or Latinx,t
I192046699,6/19/2019 19:44,C6,Non-Fatal,Male,White,Hispanic or Latinx,f
I192047772,6/23/2019 21:27,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I192047536,6/22/2019 22:56,C6,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192047777,6/23/2019 21:51,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192047777,6/23/2019 21:51,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192047800,6/23/2019 22:42,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192047704,6/23/2019 15:02,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192047704,6/23/2019 15:02,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192048395,6/25/2019 20:33,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192049454,6/29/2019 1:51,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192049465,6/29/2019 2:34,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192049778,6/30/2019 0:29,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I192051009,7/3/2019 23:45,E5,Non-Fatal,Male,White,Hispanic or Latinx,f
I192051306,7/5/2019 3:17,C11,Non-Fatal,Female,White,Hispanic or Latinx,f
I192051307,7/5/2019 3:10,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I192051282,7/5/2019 2:06,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I192051271,7/4/2019 23:35,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192051248,7/4/2019 23:08,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192051252,7/4/2019 22:58,B2,Non-Fatal,Male,White,Hispanic or Latinx,t
I192051252,7/4/2019 22:58,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I192052001,7/7/2019 16:36,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I192051849,7/7/2019 2:31,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192051843,7/7/2019 1:56,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192051573,7/5/2019 23:14,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192051573,7/5/2019 23:14,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192051573,7/5/2019 23:14,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I192051573,7/5/2019 23:14,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192051573,7/5/2019 23:14,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t
I192051573,7/5/2019 23:14,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I192052452,7/9/2019 0:59,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192054188,7/14/2019 17:09,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192054188,7/14/2019 17:09,B2,Non-Fatal,Male,White,Hispanic or Latinx,t
I192054283,7/14/2019 23:37,B2,Fatal,Male,White,Hispanic or Latinx,f
I192054903,7/17/2019 0:03,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192055085,7/17/2019 15:12,E5,Fatal,Male,Asian,Not Hispanic or Latinx,f
I192055856,7/19/2019 23:53,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192056108,7/20/2019 21:52,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192055856,7/19/2019 23:53,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192056543,7/22/2019 14:22,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192057687,7/26/2019 2:59,E13,Non-Fatal,Male,White,Not Hispanic or Latinx,f
I192058537,7/28/2019 23:10,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192058537,7/28/2019 23:10,C11,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I192059447,7/31/2019 20:33,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192059447,7/31/2019 20:33,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192059525,8/1/2019 0:46,C11,Fatal,Male,White,Hispanic or Latinx,t
I192059525,8/1/2019 0:46,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192060619,8/4/2019 13:59,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I192060554,8/4/2019 9:30,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192060494,8/4/2019 0:47,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192061042,8/5/2019 20:04,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192061126,8/6/2019 4:25,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192061126,8/6/2019 4:25,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192061730,8/7/2019 21:50,B3,Non-Fatal,Female,Black or African American,Hispanic or Latinx,t
I192061730,8/7/2019 21:50,B3,Non-Fatal,Male,White,Hispanic or Latinx,t
I192061117,8/6/2019 1:28,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192062713,8/11/2019 0:25,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I192062463,8/10/2019 3:00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192062414,8/10/2019 0:39,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
I192063261,8/12/2019 23:52,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192064412,8/16/2019 16:00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192064585,8/17/2019 6:10,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I192064818,8/17/2019 22:00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I192066863,8/23/2019 23:10,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192066923,8/24/2019 4:07,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192066945,8/24/2019 8:32,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192067328,8/25/2019 14:18,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I192067181,8/25/2019 1:49,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192067181,8/25/2019 22:25,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192068166,8/28/2019 0:01,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192068834,8/30/2019 1:11,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192068826,8/29/2019 23:54,E13,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t
I192068826,8/29/2019 23:54,E13,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I192068724,8/29/2019 18:09,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192071813,9/8/2019 2:02,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192071513,9/7/2019 4:32,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I192071813,9/8/2019 2:02,D4,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I192072998,9/11/2019 20:33,E5,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192074077,9/15/2019 2:20,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192074613,9/16/2019 23:42,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202083761,11/12/2020 19:04,E18,Non-Fatal,Male,White,Not Hispanic or Latinx,f
I192074923,9/17/2019 22:44,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192075578,9/19/2019 17:16,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192075921,9/20/2019 21:40,C6,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I192077645,9/26/2019 2:39,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192077627,9/25/2019 23:45,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
192080960,10/6/2019 21:14,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
192083280,10/14/2019 21:39,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
192083063,10/14/2019 3:29,B2,Non-Fatal,Male,Unknown,Unknown,f
192082827,10/13/2019 2:42,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
192084830,10/19/2019 22:14,C6,Non-Fatal,Male,White,Not Hispanic or Latinx,f
192085079,10/20/2019 22:27,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
192086068,10/23/2019 23:45,B3,Non-Fatal,Male,White,Not Hispanic or Latinx,f
192086707,10/26/2019 3:48,E13,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
192086707,10/26/2019 3:48,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
192086707,10/26/2019 3:48,E13,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
192088353,10/31/2019 22:21,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
192088399,11/1/2019 0:05,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
192088243,10/31/2019 14:05,E18,Fatal,Male,White,Hispanic or Latinx,t
192088243,10/31/2019 14:05,E18,Non-Fatal,Male,White,Hispanic or Latinx,t
192088750,11/1/2019 22:37,E18,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
192088528,11/1/2019 11:30,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
192089556,11/4/2019 23:28,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
192090990,11/9/2019 20:35,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
192093780,11/19/2019 18:25,C6,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
192094131,11/20/2019 21:21,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
192094784,11/23/2019 2:04,A1,Fatal,Male,Unknown,Unknown,f
192095802,11/26/2019 17:30,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
192096091,11/27/2019 16:15,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
192096860,11/30/2019 23:53,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
192098019,12/5/2019 15:50,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
192101494,12/17/2019 15:16,B3,Non-Fatal,Male,Unknown,Unknown,t
192101494,12/17/2019 15:16,B3,Non-Fatal,Male,Unknown,Unknown,t
