Incident_Num,Shooting_Date,DISTRICT,Shooting_Type_V2,Victim_Gender,Victim_Race,Victim_Ethnicity_NIBRS,Multi_Victim
I162022759,3/24/2016 3:16,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162022863,3/24/2016 13:19,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162026598,4/6/2016 14:32,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162026728,4/6/2016 22:24,C6,Non-Fatal,Male,White,Not Hispanic or Latinx,f
I162030585,4/20/2016 11:19,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162031072,4/21/2016 21:31,A15,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162031116,4/22/2016 2:38,D14,Non-Fatal,Male,White,Not Hispanic or Latinx,f
I162031289,4/22/2016 18:05,C11,Non-Fatal,Female,White,Hispanic or Latinx,f
I162031365,4/22/2016 23:15,E5,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162032243,4/25/2016 22:52,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162032243,4/25/2016 22:52,B2,Non-Fatal,Male,White,Hispanic or Latinx,t
I162032844,4/27/2016 22:54,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162033066,4/28/2016 19:10,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162033354,4/29/2016 20:14,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162034516,5/3/2016 21:47,C11,Non-Fatal,Male,White,Hispanic or Latinx,t
I162034516,5/3/2016 21:47,C11,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t
I162035873,5/8/2016 16:59,B3,Non-Fatal,Male,White,Hispanic or Latinx,f
I162036099,5/9/2016 15:48,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162038029,5/15/2016 23:13,C11,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I162037770,5/14/2016 22:47,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162037747,5/14/2016 21:57,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I1062037733,5/14/2016 20:21,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162037458,5/13/2016 18:36,C11,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I162038639,5/17/2016 22:16,D4,Non-Fatal,Male,White,Hispanic or Latinx,f
I162039242,5/19/2016 21:51,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162039152,5/19/2016 17:07,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162041040,5/25/2016 23:19,A7,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I162039152,5/19/2016 17:07,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162041316,5/26/2016 19:29,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162042032,5/29/2016 3:59,A1,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162041974,5/28/2016 23:19,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162041694,5/28/2016 1:35,C11,Non-Fatal,Male,White,Hispanic or Latinx,f
I162042228,5/29/2016 10:20,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162043232,6/2/2016 3:51,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162043217,6/2/2016 0:41,A7,Non-Fatal,Male,White,Hispanic or Latinx,f
I162044119,6/4/2016 23:16,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162044152,6/5/2016 2:41,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162043871,6/4/2016 3:01,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162043842,6/3/2016 23:30,B3,Non-Fatal,Female,Unknown,Unknown,f
I162043804,6/3/2016 21:07,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I160266914,5/29/2016 0:08,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I162045234,6/8/2016 13:16,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162045234,6/8/2016 13:16,B2,Fatal,Female,Black or African American,Hispanic or Latinx,t
I162045234,6/8/2016 13:16,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162045234,6/8/2016 13:16,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162046995,6/14/2016 12:22,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162047077,6/14/2016 16:57,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162046888,6/14/2016 0:31,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162048538,6/18/2016 23:08,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162048538,6/18/2016 23:08,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162048551,6/19/2016 0:35,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162048551,6/19/2016 0:35,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162049094,6/20/2016 22:28,B2,Non-Fatal,Male,White,Not Hispanic or Latinx,t
I162049094,6/20/2016 22:28,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162049089,6/20/2016 23:24,C6,Non-Fatal,Male,White,Hispanic or Latinx,f
I162049376,6/21/2016 20:24,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162049388,6/21/2016 21:25,B3,Non-Fatal,Female,White,Hispanic or Latinx,f
I162050266,6/24/2016 15:22,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162050762,6/26/2016 12:57,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162050393,6/25/2016 0:06,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162051465,6/28/2016 23:24,C6,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I162052637,7/2/2016 23:15,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162052935,7/4/2016 1:24,D4,Non-Fatal,Female,White,Not Hispanic or Latinx,f
I162053206,7/5/2016 0:28,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I162053206,7/5/2016 0:28,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162053206,7/5/2016 0:28,B2,Non-Fatal,Female,Unknown,Unknown,t
I162054043,7/7/2016 23:36,C11,Fatal,Male,Unknown,Unknown,t
I162054043,7/7/2016 23:36,C11,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I162054468,7/9/2016 0:02,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162054882,7/10/2016 15:48,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162054985,7/10/2016 23:48,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162055195,7/11/2016 17:27,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I162055281,7/11/2016 23:02,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I162055287,7/11/2016 23:03,C6,Non-Fatal,Female,Unknown,Unknown,f
I162058558,7/22/2016 21:50,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162058557,7/22/2016 21:06,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162058281,7/21/2016 22:39,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162058298,7/21/2016 23:57,D14,Non-Fatal,Male,White,Hispanic or Latinx,f
I162059512,7/26/2016 0:56,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162059501,7/25/2016 23:20,C11,Non-Fatal,Male,Unknown,Unknown,t
I162059501,7/25/2016 23:20,C11,Non-Fatal,Male,Unknown,Unknown,t
I162059839,7/27/2016 0:01,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162059839,7/27/2016 0:01,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162059839,7/27/2016 0:01,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162060990,7/30/2016 17:15,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162061073,7/30/2016 22:42,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162061140,7/31/2016 3:50,C11,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I162061140,7/31/2016 3:50,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162060517,7/29/2016 0:53,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162064098,8/9/2016 11:20,B2,Non-Fatal,Male,White,Not Hispanic or Latinx,f
I162065072,8/12/2016 23:38,B3,Fatal,Male,Unknown,Unknown,f
I162064751,8/11/2016 23:39,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
I162066023,8/15/2016 23:40,C6,Non-Fatal,Male,Unknown,Unknown,f
I162066265,8/17/2016 6:55,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I162067011,8/18/2016 22:23,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162066921,8/18/2016 16:53,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162066921,8/18/2016 16:53,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162067634,8/20/2016 23:46,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I162067634,8/20/2016 23:46,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I162067634,8/20/2016 23:46,B3,Non-Fatal,Male,Unknown,Unknown,t
I162067634,8/20/2016 23:46,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162067634,8/20/2016 23:46,B3,Non-Fatal,Male,Unknown,Unknown,t
I162067894,8/21/2016 22:40,E13,Non-Fatal,Male,White,Hispanic or Latinx,f
I162067346,8/20/2016 0:05,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162067346,8/20/2016 0:05,B2,Non-Fatal,Female,Unknown,Unknown,t
I162069476,8/27/2016 3:33,E13,Fatal,Male,Unknown,Unknown,f
I162069471,8/27/2016 1:39,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162069477,8/27/2016 2:51,C11,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I162069440,8/26/2016 21:16,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162068906,8/25/2016 0:59,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I162068258,8/23/2016 2:15,B3,Non-Fatal,Male,Asian,Not Hispanic or Latinx,f
I162072272,9/5/2016 1:41,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162071993,9/3/2016 8:45,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162071653,9/2/2016 21:10,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
 I162070706,8/30/2016 21:28,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162072280,9/5/2016 2:12,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
I162073342,9/8/2016 22:46,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162073020,9/7/2016 19:44,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162073682,9/10/2016 0:55,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162073682,9/10/2016 0:55,D4,Non-Fatal,Female,White,Hispanic or Latinx,t
I162073953,9/10/2016 23:07,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162074754,9/13/2016 16:47,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162076074,9/17/2016 18:57,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162075905,9/17/2016 2:17,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162075905,9/17/2016 2:17,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162075905,9/17/2016 2:17,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162076439,9/18/2016 22:10,D14,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162077078,9/20/2016 20:06,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162077070,9/20/2016 20:34,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162077092,9/20/2016 20:34,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t
I162077407,9/21/2016 21:16,B3,Non-Fatal,Male,Unknown,Unknown,f
I162077614,9/22/2016 16:24,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162078402,9/25/2016 14:08,D4,Non-Fatal,Male,White,Not Hispanic or Latinx,f
I162078997,9/27/2016 0:56,E13,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162080713,10/2/2016 16:47,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162080292,10/1/2016 4:32,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162081928,10/6/2016 18:36,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162081907,10/6/2016 17:30,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162082657,10/8/2016 22:56,E13,Fatal,Male,White,Not Hispanic or Latinx,f
I162082684,10/9/2016 1:03,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I162082704,10/9/2016 3:30,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I162083769,10/12/2016 22:51,A7,Non-Fatal,Male,White,Hispanic or Latinx,t
I162083769,10/12/2016 22:51,A7,Non-Fatal,Male,White,Hispanic or Latinx,t
I162084852,10/16/2016 19:36,E13,Non-Fatal,Male,White,Not Hispanic or Latinx,f
I162084533,10/15/2016 15:58,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I162085177,10/17/2016 20:55,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162085432,10/18/2016 17:42,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162085838,10/19/2016 22:52,B2,Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I162086029,10/20/2016 15:40,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162086460,10/22/2016 14:30,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162086825,10/23/2016 11:30,E18,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162088581,10/29/2016 14:27,C11,Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I162088581,10/29/2016 14:27,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162088605,10/29/2016 16:24,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162087894,10/26/2016 23:51,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162087131,10/24/2016 13:33,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162089429,11/1/2016 14:16,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162090282,11/4/2016 0:04,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162090277,11/3/2016 23:45,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I162090649,11/5/2016 10:10,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162090597,11/5/2016 0:39,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162090599,11/5/2016 1:16,B3,Non-Fatal,Male,White,Hispanic or Latinx,f
I162091087,11/6/2016 19:47,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
I162091158,11/7/2016 2:40,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162091710,11/8/2016 22:45,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162092746,11/12/2016 16:46,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162092746,11/12/2016 16:46,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162092748,11/12/2016 17:46,B2,Non-Fatal,Male,White,Hispanic or Latinx,t
I162092748,11/12/2016 17:46,B2,Non-Fatal,Male,White,Hispanic or Latinx,t
I162092494,11/11/2016 17:27,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162093213,11/14/2016 14:55,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162093358,11/14/2016 23:31,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162093473,11/15/2016 12:16,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162094630,11/19/2016 2:54,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162095771,11/22/2016 23:51,B2,Non-Fatal,Male,White,Not Hispanic or Latinx,f
I162097703,11/30/2016 14:20,C11,Non-Fatal,Male,White,Not Hispanic or Latinx,f
I162097868,12/1/2016 6:23,A1,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162098159,12/1/2016 23:51,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
I162097972,12/1/2016 13:30,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162098714,12/3/2016 19:16,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162098343,12/2/2016 15:08,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162098292,12/2/2016 13:30,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162098498,12/3/2016 0:12,E18,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162100329,12/9/2016 4:09,E13,Non-Fatal,Male,White,Not Hispanic or Latinx,f
I162100193,12/8/2016 17:06,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162101004,12/11/2016 16:13,B2,Non-Fatal,Male,White,Not Hispanic or Latinx,t
I162101004,12/11/2016 16:13,B2,Non-Fatal,Male,White,Not Hispanic or Latinx,t
I162101031,12/11/2016 18:19,D4,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I162101528,12/13/2016 12:45,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162101528,12/13/2016 12:45,B2,Non-Fatal,Male,White,Hispanic or Latinx,t
I162101338,12/12/2016 14:55,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162101338,12/12/2016 20:03,C6,Non-Fatal,Male,White,Not Hispanic or Latinx,f
I162102801,12/17/2016 20:08,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162104173,12/22/2016 16:52,B3,Non-Fatal,Male,White,Not Hispanic or Latinx,f
I162104474,12/23/2016 18:15,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162105651,12/28/2016 22:00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162106131,12/30/2016 16:29,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172000047,1/1/2017 2:27,B3,Non-Fatal,Male,White,Hispanic or Latinx,t
I172000047,1/1/2017 2:27,B3,Non-Fatal,Male,White,Hispanic or Latinx,t
I172002024,1/8/2017 13:44,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172002902,1/11/2017 18:45,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172002902,1/11/2017 18:45,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172002970,1/11/2017 22:29,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172002376,1/9/2017 19:27,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172004542,1/17/2017 22:05,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172005603,1/21/2017 16:45,C11,Non-Fatal,Male,White,Not Hispanic or Latinx,f
I172005625,1/21/2017 18:34,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172005430,1/21/2017 2:19,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172005430,1/21/2017 2:19,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172006241,1/23/2017 21:43,B3,Non-Fatal,Male,White,Hispanic or Latinx,f
I172007832,1/29/2017 7:03,C11,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I172007456,1/27/2017 22:48,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172008070,1/30/2017 6:24,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172008274,1/30/2017 18:39,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172009839,2/5/2017 17:49,C11,Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I172009433,2/4/2017 0:17,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I172010342,2/7/2017 20:12,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I172013903,2/20/2017 14:08,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172014254,2/21/2017 17:09,B2,Fatal,Male,Black or African American,Hispanic or Latinx,f
I172014595,2/22/2017 20:50,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172014595,2/22/2017 20:50,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172014851,2/23/2017 21:59,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172014754,2/23/2017 15:33,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172016312,2/28/2017 18:16,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172018486,3/8/2017 15:51,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172019108,3/10/2017 16:36,C11,Non-Fatal,Male,White,Hispanic or Latinx,f
I172020425,3/15/2017 22:03,A15,Non-Fatal,Female,White,Not Hispanic or Latinx,f
I172024478,3/29/2017 19:56,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I172023114,3/24/2017 21:37,B3,Non-Fatal,Female,White,Hispanic or Latinx,f
I172024077,3/28/2017 13:00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172024785,3/30/2017 19:20,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172026026,4/3/2017 23:07,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172026760,4/6/2017 15:10,C11,Non-Fatal,Male,White,Hispanic or Latinx,f
I172027171,4/7/2017 21:05,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172027171,4/7/2017 21:05,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I172028061,4/11/2017 8:40,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172028270,4/11/2017 19:44,C6,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172028584,4/12/2017 19:59,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172028574,4/12/2017 19:34,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172028837,4/13/2017 16:13,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172029267,4/15/2017 1:18,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172029428,4/15/2017 16:54,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I152061366,7/24/2015 23:54,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172029794,4/17/2017 0:48,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172031211,4/21/2017 20:53,B2,Fatal,Male,Black or African American,Hispanic or Latinx,f
I172031721,4/23/2017 20:33,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172031721,4/23/2017 20:33,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I172031736,4/23/2017 22:13,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I172031740,4/23/2017 22:52,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172031688,4/23/2017 18:40,E13,Non-Fatal,Female,White,Hispanic or Latinx,f
I152042735-00,5/24/2015 23:27,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I152043021-00,5/25/2015 23:04,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172032046,4/24/2017 20:01,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172032046,4/24/2017 20:01,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172032306,4/25/2017 18:23,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172033610,4/30/2017 0:06,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172033274,4/28/2017 22:28,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172033274,4/28/2017 22:28,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172033274,4/28/2017 22:28,C11,Non-Fatal,Male,White,Not Hispanic or Latinx,t
I172032945,4/27/2017 21:57,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172034834,5/3/2017 21:54,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172034834,5/3/2017 21:54,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I172035478,5/5/2017 21:35,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172035784,5/7/2017 2:04,C11,Non-Fatal,Male,White,Hispanic or Latinx,f
I172037777,5/13/2017 22:57,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172037641,5/13/2017 13:40,B2,Non-Fatal,Male,White,Hispanic or Latinx,t
I172037641,5/13/2017 13:40,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172036626,5/9/2017 23:33,C6,Non-Fatal,Male,White,Hispanic or Latinx,f
I172036620,5/9/2017 22:36,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172040229,5/21/2017 22:10,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172040210,5/21/2017 20:55,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172039930,5/20/2017 20:16,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172039041,5/18/2017 1:48,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172040839,5/23/2017 22:52,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
I172041785,5/26/2017 22:05,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172041830,5/27/2017 2:36,A1,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172041368,5/25/2017 15:02,C11,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I172044027,6/3/2017 14:24,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172044102,6/3/2017 18:38,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172043809,6/2/2017 17:58,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172043809,6/2/2017 17:58,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172045331,6/7/2017 21:56,D4,Non-Fatal,Female,White,Hispanic or Latinx,f
I172045333,6/7/2017 22:07,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
